name,geoid,state_name,county_name,land_area (sqmtrs),population,population_density_sq_mi,median_household_income,hhs_total,hhi_lt_25k,hhi_25k_to_49k,hhi_50k_to_749k,hhi_75k_to_999k,hhi_100k_to_1490k,hhi_150k_to_1999k,hhi_200k_or_more,race_and_ethnicity_total,race_and_ethnicity_white,race_and_ethnicity_black,race_and_ethnicity_native,race_and_ethnicity_asian,race_and_ethnicity_islander,race_and_ethnicity_other,race_and_ethnicity_two,race_and_ethnicity_hispanic,age_total,age_female_0_to_9,age_female_10_to_19,age_female_20_to_29,age_female_30_to_39,age_female_40_to_49,age_female_50_to_59,age_female_60_to_69,age_female_70_plus,age_male_0_to_9,age_male_10_to_19,age_male_20_to_29,age_male_30_to_39,age_male_40_to_49,age_male_50_to_59,age_male_60_to_69,age_male_70_plus,median_age,educational_attainment_population_25_years_and_over,educational_attainment_no_diploma,educational_attainment_high_school,educational_attainment_some_college,educational_attainment_bachelors,educational_attainment_graduate,family_households_total,family_poverty_pct,employment_status_civilian_labor_force,unemployment_pct,housing_units,median_value_of_owner_occupied_units,households,
Acalanes Ridge CDP,16000US0600135,California,Contra Costa,"1,193,072","1,134","2,461.80",-$1,410,24,84,104,0,19,47,132,"1,134","1,058",0,0,35,0,0,19,22,"1,134",59,70,0,50,173,27,110,18,95,137,0,29,164,72,96,34,44.8,773,0.00%,0.00%,17.30%,52.50%,30.10%,373,6.40%,566,6.50%,410,"$1,071,200",410,
Acampo CDP,16000US0600156,California,San Joaquin,"2,428,474",204,217.6,"$143,070",88,0,16,0,0,72,0,0,204,184,0,0,0,0,0,0,20,204,0,0,0,28,0,0,0,57,51,0,0,15,0,0,0,53,72.1,153,0.00%,37.30%,34.60%,10.50%,17.60%,88,0.00%,43,0.00%,88,-$1,88,
Acton CDP,16000US0600212,California,Los Angeles,"101,679,344","7,232",184.2,"$97,857","2,584",292,387,330,331,455,340,449,"7,232","5,383",38,0,170,0,0,131,"1,510","7,232",360,497,252,288,479,860,612,244,296,379,523,245,391,821,666,319,49.2,"5,366",5.60%,21.80%,45.30%,20.20%,7.10%,"1,955",4.60%,"3,612",5.10%,"2,845","$559,600","2,584",
Adelanto city,16000US0600296,California,San Bernardino,"137,024,204","33,660",636.2,"$45,380","7,695","1,887","2,260","1,601",850,725,203,169,"33,660","3,982","5,972",8,538,49,28,929,"22,154","33,660","2,922","3,005","2,169","2,398","1,983","1,488","1,084",524,"3,458","3,584","2,696","2,968","2,298","1,503","1,133",447,27.5,"18,104",33.60%,28.40%,32.10%,4.30%,1.60%,"6,455",24.90%,"11,935",12.90%,"8,322","$195,800","7,695",
Adin CDP,16000US0600310,California,Modoc,"8,901,691",171,49.8,"$57,625",78,15,19,24,0,20,0,0,171,119,0,39,0,0,0,11,2,171,10,31,0,9,15,4,18,26,0,0,1,0,8,11,17,21,58.1,129,1.60%,46.50%,18.60%,16.30%,17.10%,41,19.50%,55,20.00%,123,"$130,500",78,
Agoura Hills city,16000US0600394,California,Los Angeles,"20,203,991","20,533","2,632.20","$122,998","7,377",538,775,780,848,"1,374","1,039","2,023","20,533","15,265",449,0,"1,772",0,90,790,"2,167","20,533","1,118","1,303","1,039","1,231","1,551","1,889","1,190","1,189",954,"1,366","1,048","1,129","1,506","1,608","1,405","1,007",44.4,"14,583",3.30%,12.20%,24.90%,37.40%,22.10%,"5,482",3.80%,"10,814",4.60%,"7,779","$815,000","7,377",
Agua Dulce CDP,16000US0600450,California,Los Angeles,"59,181,142","3,742",163.8,"$106,875","1,118",160,127,153,107,173,152,246,"3,742","2,672",0,103,91,0,0,32,844,"3,742",227,261,128,257,210,342,230,195,149,225,270,217,178,326,312,215,46.1,"2,698",10.50%,18.80%,43.30%,18.20%,9.20%,901,6.40%,"1,772",4.20%,"1,228","$634,500","1,118",
Aguanga CDP,16000US0600464,California,Riverside,"35,222,110",805,59.2,"$77,857",300,42,93,13,70,14,0,68,805,606,25,0,0,0,0,48,126,805,24,55,18,77,37,109,18,70,83,62,35,12,34,70,18,83,46.3,563,5.70%,33.70%,41.70%,16.50%,2.30%,268,11.20%,396,0.00%,570,-$1,300,
Ahwahnee CDP,16000US0600478,California,Madera,"25,961,479","2,513",250.7,"$71,336",869,77,137,250,165,111,66,63,"2,513","2,257",0,0,0,0,0,22,234,"2,513",46,78,135,54,119,256,181,186,173,31,443,30,66,149,255,311,50.7,"1,951",2.70%,28.90%,43.00%,21.10%,4.40%,635,3.00%,"1,325",10.90%,"1,092","$312,300",869,
Airport CDP,16000US0600535,California,Stanislaus,"1,487,227","1,479","2,575.70","$29,489",486,208,121,49,84,24,0,0,"1,479",234,18,0,0,0,0,6,"1,221","1,479",82,50,100,127,158,57,29,11,232,94,184,149,74,71,61,0,29.8,905,34.40%,36.50%,24.80%,4.40%,0.00%,280,26.10%,684,24.00%,500,"$166,800",486,
Alameda city,16000US0600562,California,Alameda,"27,062,002","78,522","7,515.00","$104,756","30,418","3,566","3,726","3,988","3,383","5,756","4,088","5,911","78,522","33,539","5,654",204,"23,491",269,369,"4,945","10,051","78,522","4,695","3,744","4,325","6,017","6,360","5,215","5,314","4,613","4,564","3,902","5,124","6,011","5,852","4,851","4,400","3,535",40.6,"57,946",9.00%,11.70%,24.70%,34.10%,20.60%,"18,998",5.90%,"42,734",3.60%,"32,346","$859,900","30,418",
Alamo CDP,16000US0600618,California,Contra Costa,"25,053,990","14,905","1,540.80","$239,545","5,156",268,161,326,355,534,594,"2,918","14,905","11,949",43,8,"1,299",10,83,476,"1,037","14,905",574,"1,080",350,353,"1,135","1,363","1,018","1,260",726,"1,343",607,306,"1,026","1,076","1,308","1,380",49.7,"10,634",1.30%,4.70%,19.70%,46.70%,27.50%,"4,310",2.00%,"6,532",1.80%,"5,560","$1,670,500","5,156",
Albany city,16000US0600674,California,Alameda,"4,633,477","19,804","11,069.90","$95,400","7,444",838,"1,070",944,996,"1,027",956,"1,613","19,804","8,733",580,126,"5,755",84,359,"1,194","2,973","19,804","1,275","1,305","1,220","1,597","1,578","1,258","1,090",747,"1,487","1,309","1,302","1,419","1,761","1,016",780,660,36.5,"13,576",5.20%,7.40%,14.50%,32.50%,40.40%,"5,272",6.70%,"10,481",3.50%,"7,850","$882,500","7,444",
Albion CDP,16000US0600716,California,Mendocino,"4,701,873",254,139.9,-$1,55,0,25,0,0,0,30,0,254,115,0,0,44,37,0,25,33,254,0,51,22,0,0,25,0,0,0,43,38,2,3,40,0,30,22.1,104,2.90%,38.50%,29.80%,0.00%,28.80%,0,0.00%,119,10.90%,55,-$1,55,
Alderpoint CDP,16000US0600786,California,Humboldt,"6,288,254",156,64.3,"$38,787",59,12,34,0,13,0,0,0,156,112,0,0,0,0,0,13,31,156,0,0,40,0,13,43,0,0,0,0,0,0,13,47,0,0,53.4,156,7.70%,38.50%,53.80%,0.00%,0.00%,34,0.00%,13,0.00%,59,"$337,200",59,
Alhambra Valley CDP,16000US0600898,California,Contra Costa,"3,465,844",783,585.1,"$151,125",273,33,0,33,28,38,44,97,783,661,0,0,0,0,0,69,53,783,36,108,36,16,63,81,37,80,18,69,8,32,55,28,52,64,48.1,539,1.30%,16.50%,28.20%,29.90%,24.10%,197,0.00%,412,3.20%,273,"$936,500",273,
Alhambra city,16000US0600884,California,Los Angeles,"19,764,227","84,647","11,092.50","$61,384","29,771","6,240","5,880","5,026","3,340","5,134","2,016","2,135","84,647","7,501","1,717",245,"43,080",211,150,"1,332","30,411","84,647","3,798","3,679","5,922","6,086","6,243","6,396","5,163","6,255","4,116","4,146","7,161","6,088","5,299","5,671","4,348","4,276",40.9,"63,207",17.10%,23.60%,23.80%,23.70%,11.80%,"20,432",9.50%,"44,555",4.30%,"31,719","$612,700","29,771",
Aliso Viejo city,16000US0600947,California,Orange,"17,921,220","50,663","7,321.90","$112,689","18,515","1,519","1,777","2,021","2,445","4,356","3,002","3,395","50,663","29,812","1,167",83,"7,824",44,152,"2,392","9,189","50,663","3,672","3,364","3,041","3,800","4,270","4,160","2,351","1,799","3,386","3,217","2,985","3,636","4,183","3,798","1,962","1,039",37.8,"34,256",3.60%,10.40%,29.70%,36.90%,19.30%,"12,800",2.80%,"29,873",3.70%,"19,607","$632,900","18,515",
Alleghany CDP,16000US0600982,California,Sierra,"904,298",78,223.4,-$1,47,22,25,0,0,0,0,0,78,78,0,0,0,0,0,0,0,78,0,0,0,0,0,47,0,0,0,0,0,0,0,0,31,0,59.6,78,0.00%,71.80%,28.20%,0.00%,0.00%,25,0.00%,25,0.00%,71,-$1,47,
Allendale CDP,16000US0600996,California,Solano,"15,892,906","1,388",226.2,"$121,081",496,8,26,70,79,165,81,67,"1,388","1,090",195,0,0,0,0,0,103,"1,388",96,13,88,26,81,119,180,79,48,98,90,30,49,161,157,73,54.4,"1,063",4.50%,25.00%,40.70%,20.20%,9.50%,406,0.00%,746,4.00%,530,"$593,100",496,
Allensworth CDP,16000US0601010,California,Tulare,"8,035,084",575,185.3,"$33,214",136,50,45,18,17,6,0,0,575,0,15,0,2,0,0,2,556,575,42,41,58,26,42,23,10,7,60,59,54,42,47,23,20,21,25.5,296,73.60%,14.50%,10.50%,1.40%,0.00%,98,39.80%,246,21.10%,150,"$108,300",136,
Almanor CDP,16000US0601094,California,Plumas,"2,287,751",0,0,-$1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0.00%,99,-$1,0,
Alondra Park CDP,16000US0601150,California,Los Angeles,"2,866,016","8,272","7,475.30","$61,865","2,692",516,562,611,258,373,244,128,"8,272","1,597",490,0,"1,335",79,0,199,"4,572","8,272",448,491,510,502,574,367,397,488,669,607,821,524,633,529,437,275,36.5,"5,563",29.50%,17.70%,26.70%,21.30%,4.70%,"1,929",12.90%,"4,432",5.30%,"2,916","$584,000","2,692",
Alpaugh CDP,16000US0601164,California,Tulare,"2,603,083","1,145","1,139.20","$33,125",282,119,72,62,15,14,0,0,"1,145",115,0,42,6,0,0,4,978,"1,145",124,123,62,93,59,41,24,8,145,104,63,117,62,72,28,20,24.9,570,63.50%,19.80%,16.70%,0.00%,0.00%,228,35.50%,426,23.50%,304,"$60,600",282,
Alpine CDP,16000US0601192,California,San Diego,"69,374,324","14,878",555.4,"$87,930","5,342",622,977,642,677,"1,030",694,700,"14,878","12,127",229,28,246,13,0,461,"1,774","14,878","1,063",847,792,959,998,"1,201",972,843,847,921,917,966,882,901,980,789,40.8,"10,507",4.70%,18.30%,41.30%,21.50%,14.10%,"3,817",7.00%,"7,636",5.10%,"5,562","$606,200","5,342",
Alpine Village CDP,16000US0601228,California,Alpine,"7,262,262",101,36,"$58,750",41,5,9,11,2,10,0,4,101,101,0,0,0,0,0,0,0,101,4,7,2,2,8,10,4,9,0,19,0,6,9,14,7,0,42.6,71,0.00%,26.80%,50.70%,22.50%,0.00%,16,0.00%,56,0.00%,73,"$375,000",41,
Alta CDP,16000US0601276,California,Placer,"6,173,301",566,237.5,"$99,141",233,30,18,37,37,66,13,32,566,493,4,0,22,0,0,10,37,566,20,9,47,13,21,66,57,46,24,19,10,24,25,41,81,63,56.6,454,4.80%,20.00%,47.40%,16.50%,11.20%,189,7.90%,268,16.80%,312,"$384,100",233,
Alta Sierra CDP,16000US0601360,California,Nevada,"21,551,269","7,280",874.9,"$85,758","2,860",302,546,460,502,648,152,250,"7,280","6,302",49,0,36,0,0,443,450,"7,280",432,295,263,335,476,477,680,785,381,509,261,415,399,430,582,560,49.2,"5,482",6.90%,16.00%,45.00%,20.40%,11.60%,"2,141",1.40%,"3,431",2.60%,"3,023","$395,700","2,860",
Altadena CDP,16000US0601290,California,Los Angeles,"21,926,773","44,850","5,297.70","$98,693","15,265","2,009","1,983","2,103","1,618","2,674","1,966","2,912","44,850","17,821","9,709",108,"2,832",59,194,"1,698","12,429","44,850","2,219","1,985","2,641","2,476","3,519","3,440","3,144","3,459","2,634","2,745","2,461","2,461","3,229","3,623","2,172","2,642",44.3,"32,859",10.80%,15.60%,28.30%,23.30%,22.10%,"11,059",5.00%,"23,813",5.60%,"16,556","$742,800","15,265",
Alto CDP,16000US0601416,California,Marin,"325,685",611,"4,858.90","$185,395",232,0,0,29,26,27,50,100,611,534,0,0,15,0,8,0,54,611,0,26,0,48,57,105,0,34,0,93,0,74,67,66,41,0,46.9,492,0.00%,5.10%,21.30%,36.20%,37.40%,167,0.00%,339,5.60%,297,"$2,000,001",232,
Alturas city,16000US0601444,California,Modoc,"7,314,016","2,567",909,"$37,917","1,143",324,345,245,144,70,15,0,"2,567","1,930",81,52,11,0,0,34,459,"2,567",189,48,190,212,213,196,131,115,231,85,123,166,150,118,178,222,41.3,"1,913",12.40%,32.80%,45.60%,6.10%,3.10%,498,11.40%,"1,075",12.80%,"1,314","$91,800","1,143",
Alum Rock CDP,16000US0601458,California,Santa Clara,"2,181,369","11,551","13,714.80","$90,405","2,676",262,327,525,400,499,361,302,"11,551","1,031",138,21,"1,844",0,0,239,"8,278","11,551",738,751,900,667,774,761,275,612,932,800,"1,121",745,775,773,499,428,32.9,"7,355",28.40%,30.20%,25.30%,11.20%,4.90%,"2,298",8.20%,"5,780",6.20%,"2,730","$633,800","2,676",
Amador City city,16000US0601514,California,Amador,"802,580",167,538.9,-$1,74,10,36,3,10,5,0,10,167,111,0,0,0,0,6,15,35,167,16,17,3,15,6,8,23,0,14,0,7,29,3,6,15,5,39.1,120,5.00%,26.70%,41.70%,23.30%,3.30%,39,0.00%,74,13.50%,107,"$436,400",74,
American Canyon city,16000US0601640,California,Napa,"15,763,117","20,261","3,329.00","$101,792","5,296",576,681,748,557,"1,032",786,916,"20,261","4,333","1,538",127,"7,340",119,51,"1,082","5,671","20,261","1,127","1,646","1,476","1,192","1,654","1,259",908,911,"1,273","1,629","1,374","1,058","1,491","1,535",964,764,37.9,"13,065",15.70%,18.10%,36.40%,22.30%,7.50%,"4,458",7.90%,"10,545",5.20%,"5,485","$499,300","5,296",
Amesti CDP,16000US0601651,California,Santa Cruz,"7,617,623","3,163","1,075.40","$81,429",822,64,164,153,94,216,55,76,"3,163",964,0,3,49,13,0,75,"2,059","3,163",274,152,346,230,136,176,149,128,234,218,306,226,124,224,159,81,30.6,"1,939",30.50%,21.10%,32.90%,9.40%,6.00%,696,12.80%,"1,650",10.90%,827,"$560,700",822,
Anaheim city,16000US0602000,California,Orange,"130,328,901","349,964","6,954.70","$71,763","101,658","15,247","19,374","17,900","14,155","18,294","8,903","7,785","349,964","84,621","8,727",575,"58,028","1,304",365,"6,369","189,975","349,964","22,140","23,892","29,511","24,013","23,740","21,767","16,082","16,348","23,698","23,491","28,727","26,096","23,202","21,790","14,233","11,234",34.5,"229,566",23.20%,23.30%,28.00%,18.20%,7.30%,"75,119",11.20%,"185,475",5.20%,"106,708","$575,600","101,658",
Anchor Bay CDP,16000US0602028,California,Mendocino,"9,097,805",352,100.2,"$69,851",181,0,22,122,18,19,0,0,352,317,0,0,0,0,0,0,35,352,0,0,0,0,0,28,123,40,0,0,0,0,0,38,16,107,69.2,352,0.00%,13.40%,54.50%,29.80%,2.30%,111,0.00%,116,0.00%,362,"$636,600",181,
Anderson city,16000US0602042,California,Shasta,"18,210,797","10,407","1,480.10","$42,649","4,048","1,201","1,163",703,512,209,169,91,"10,407","7,772",157,362,357,13,0,369,"1,377","10,407",921,487,795,686,597,468,718,620,793,836,676,678,584,595,496,457,34.7,"6,825",13.30%,33.80%,40.20%,9.00%,3.60%,"2,522",12.00%,"4,401",4.80%,"4,269","$200,200","4,048",
Angels city,16000US0602112,California,Calaveras,"9,407,810","3,875","1,066.80","$53,622","1,842",514,302,385,155,212,193,81,"3,875","3,232",0,63,14,0,0,211,355,"3,875",192,359,158,39,251,353,351,419,37,51,308,59,214,248,436,400,54.5,"2,871",9.10%,18.80%,46.10%,15.30%,10.80%,"1,046",12.10%,"1,576",4.60%,"2,203","$365,000","1,842",
Angwin CDP,16000US0602168,California,Napa,"12,507,052","3,179",658.3,"$72,625",735,69,131,177,62,150,58,88,"3,179","1,454",291,0,486,15,32,93,808,"3,179",121,405,359,142,155,149,137,77,69,256,503,247,160,177,142,80,25.2,"1,602",12.30%,12.80%,34.00%,23.70%,17.20%,482,2.10%,"1,893",4.80%,886,"$755,700",735,
Antelope CDP,16000US0602210,California,Sacramento,"17,705,728","48,398","7,079.60","$80,998","14,453","1,323","2,396","2,960","2,718","3,172","1,221",663,"48,398","28,620","4,350",37,"5,479",597,155,"2,090","7,070","48,398","3,995","3,544","3,314","3,668","3,364","3,299","1,930","1,467","3,741","4,266","3,418","3,420","2,640","3,185","2,042","1,105",32.9,"29,794",7.20%,30.30%,37.70%,18.70%,6.00%,"11,899",9.30%,"23,997",3.40%,"14,747","$325,300","14,453",
Antioch city,16000US0602252,California,Contra Costa,"76,015,830","111,200","3,788.80","$76,601","34,028","5,101","5,909","5,778","4,695","6,716","3,267","2,562","111,200","30,883","23,431",242,"12,674",831,297,"5,940","36,902","111,200","7,019","8,528","8,189","7,063","7,928","7,951","6,207","4,821","6,747","8,277","7,607","7,557","6,505","7,618","5,530","3,653",36,"72,732",13.70%,26.40%,38.90%,14.80%,6.10%,"25,990",12.20%,"55,494",8.40%,"35,373","$397,400","34,028",
Anza CDP,16000US0602294,California,Riverside,"71,470,882","3,076",111.5,"$42,962","1,015",369,232,153,136,61,64,0,"3,076","2,307",0,37,184,44,0,86,418,"3,076",257,231,84,205,193,94,191,221,69,254,274,131,138,288,299,147,41.5,"2,140",13.50%,27.70%,40.20%,12.60%,6.00%,645,10.10%,"1,073",17.50%,"1,426","$167,900","1,015",
Apple Valley town,16000US0602364,California,San Bernardino,"194,057,273","72,726",970.6,"$54,527","23,842","4,319","6,485","4,172","2,986","3,282","1,515","1,083","72,726","34,695","6,132",233,"1,676",78,18,"2,163","27,731","72,726","5,416","5,866","4,429","4,416","3,844","4,717","4,716","4,415","5,650","5,218","3,915","3,937","4,177","4,191","3,909","3,910",36.7,"46,320",13.80%,31.00%,37.30%,10.80%,7.10%,"18,156",13.60%,"29,346",10.50%,"26,044","$255,000","23,842",
Aptos CDP,16000US0602378,California,Santa Cruz,"17,036,259","6,387",971,"$112,308","2,498",255,276,295,281,463,355,573,"6,387","5,000",34,43,235,0,0,42,"1,033","6,387",211,456,293,389,272,695,517,568,160,350,424,278,223,593,554,404,51.5,"4,701",4.00%,6.50%,32.10%,35.10%,22.40%,"1,733",3.60%,"3,710",2.20%,"2,673","$828,400","2,498",
Aptos Hills-Larkin Valley CDP,16000US0602382,California,Santa Cruz,"23,984,334","2,251",243.1,"$112,778",828,69,113,87,105,188,94,172,"2,251","1,549",0,0,15,0,0,120,567,"2,251",0,161,140,0,115,160,266,136,0,168,126,59,211,175,377,157,56.5,"1,759",24.10%,10.90%,23.40%,21.40%,20.20%,565,0.00%,"1,096",3.80%,888,"$823,800",828,
Arbuckle CDP,16000US0602420,California,Colusa,"4,556,328","3,809","2,165.20","$69,893","1,031",148,167,251,248,134,27,56,"3,809",790,0,11,0,0,0,107,"2,901","3,809",302,361,233,280,197,239,142,79,316,331,347,302,214,275,62,129,30.7,"2,192",49.00%,17.00%,24.30%,7.70%,2.10%,880,9.00%,"1,928",6.00%,"1,085","$263,500","1,031",
Arcadia city,16000US0602462,California,Los Angeles,"28,294,900","58,152","5,323.00","$93,574","19,520","2,524","2,965","2,336","2,516","3,709","2,202","3,268","58,152","12,861","1,099",67,"35,736",189,41,"1,706","6,453","58,152","2,521","4,061","2,391","3,889","4,739","4,613","4,206","4,191","3,304","4,031","3,246","3,029","3,628","3,813","3,387","3,103",43.7,"41,997",7.50%,14.60%,23.10%,34.10%,20.80%,"15,589",7.50%,"27,603",4.70%,"21,386","$1,097,600","19,520",
Arcata city,16000US0602476,California,Humboldt,"24,261,922","18,178","1,940.50","$35,506","7,155","2,777","1,821",844,538,652,337,186,"18,178","12,490",390,266,705,216,44,"1,007","3,060","18,178",507,"1,508","3,300",753,710,771,885,596,353,"1,371","3,345","1,174",945,551,856,553,26.4,"9,619",7.80%,13.70%,29.80%,30.30%,18.30%,"2,474",15.70%,"10,585",11.70%,"7,926","$341,000","7,155",
Arden-Arcade CDP,16000US0602553,California,Sacramento,"46,020,094","102,864","5,789.10","$50,501","42,503","10,713","10,368","6,107","3,970","5,481","2,773","3,091","102,864","57,817","9,977",338,"6,389",510,180,"6,812","20,841","102,864","6,584","5,996","8,261","7,524","5,617","6,717","6,612","6,308","7,190","6,260","7,091","7,379","5,839","5,639","5,329","4,518",36.9,"70,483",9.90%,23.50%,31.80%,21.80%,13.00%,"23,938",16.80%,"50,072",8.50%,"44,878","$367,700","42,503",
Armona CDP,16000US0602700,California,Kings,"4,923,148","4,407","2,318.50","$48,828","1,197",227,379,246,203,121,21,0,"4,407",675,302,23,179,0,0,134,"3,094","4,407",299,491,208,127,349,300,177,76,245,561,516,221,381,139,190,127,27.5,"2,365",31.70%,25.90%,32.50%,6.00%,3.90%,994,17.60%,"1,694",7.60%,"1,274","$151,500","1,197",
Arnold CDP,16000US0602770,California,Calaveras,"38,292,903","2,291",155,"$57,708","1,075",130,315,225,110,200,30,65,"2,291","2,133",0,0,32,0,0,23,103,"2,291",59,55,53,54,71,163,277,302,48,78,65,92,159,182,259,374,61,"2,005",7.70%,27.00%,38.50%,17.60%,9.30%,611,2.00%,872,8.90%,"4,940","$293,000","1,075",
Aromas CDP,16000US0602812,California,Monterey; San Benito,,"12,263,941","2,479",523.5,"$109,413",817,50,89,151,31,245,124,127,"2,479","1,546",0,0,29,0,0,31,873,"2,479",92,165,138,115,98,196,211,140,206,62,310,94,108,210,239,95,43.2,"1,766",8.40%,17.70%,43.60%,24.30%,6.10%,673,5.10%,"1,386",3.30%,826,"$641,100",144
Arroyo Grande city,16000US0602868,California,San Luis Obispo,"15,377,397","18,033","3,037.30","$80,833","7,026",991,"1,081","1,160",874,"1,412",992,516,"18,033","13,799",172,149,765,71,13,498,"2,566","18,033","1,010",912,903,"1,165","1,016","1,496","1,360","1,520",810,"1,202","1,102",912,"1,172","1,153","1,267","1,033",44.6,"12,974",5.70%,24.80%,35.30%,21.30%,12.80%,"4,760",3.70%,"8,859",2.10%,"7,735","$591,800","7,026",
Artesia city,16000US0602896,California,Los Angeles,"4,197,593","16,758","10,340.00","$67,647","4,460",572,"1,018",957,641,695,359,218,"16,758","2,544",850,54,"6,040",50,68,458,"6,694","16,758",948,885,"1,275","1,683",983,"1,090",969,"1,057",661,"1,104","1,140","1,346",953,"1,021",882,761,38.3,"12,174",20.50%,24.30%,27.20%,20.90%,7.20%,"3,692",5.70%,"8,242",5.40%,"4,691","$542,200","4,460",
Artois CDP,16000US0602910,California,Glenn,"7,458,262",311,108,"$43,452",108,27,58,0,9,5,6,3,311,311,0,0,0,0,0,0,0,311,14,36,5,10,15,3,54,11,8,57,0,21,14,4,53,6,40.4,191,25.10%,30.40%,41.90%,2.60%,0.00%,80,0.00%,88,3.40%,108,"$172,400",108,
Arvin city,16000US0602924,California,Kern,"12,482,062","21,249","4,409.10","$38,464","4,864","1,306","1,899",745,511,337,53,13,"21,249",918,89,7,140,0,0,30,"20,065","21,249","2,174","2,042","1,846","1,439","1,174",905,558,381,"2,445","1,929","1,850","1,344","1,249",982,587,344,25.3,"10,730",63.00%,20.90%,14.20%,1.50%,0.40%,"4,453",29.40%,"8,690",9.50%,"5,130","$166,900","4,864",
Ashland CDP,16000US0602980,California,Alameda,"4,759,454","24,430","13,294.30","$63,406","7,695","1,397","1,628","1,343","1,266","1,306",356,399,"24,430","2,777","3,393",72,"5,866",113,276,853,"11,080","24,430","1,543","1,708","1,828","2,363","1,935","1,499","1,290",881,"1,760","1,473","1,849","2,130","1,600","1,267",739,565,34.2,"16,310",24.30%,26.80%,28.80%,16.90%,3.20%,"5,417",11.30%,"13,099",7.30%,"8,011","$498,500","7,695",
Aspen Springs CDP,16000US0603026,California,Mono,"9,242,504",23,6.4,-$1,8,0,0,0,0,0,8,0,23,23,0,0,0,0,0,0,0,23,0,0,0,0,0,8,0,0,0,0,0,0,0,0,15,0,-1,23,0.00%,0.00%,100.00%,0.00%,0.00%,8,0.00%,23,0.00%,8,-$1,8,
Atascadero city,16000US0603064,California,San Luis Obispo,"67,506,132","30,130","1,156.00","$79,658","11,621","1,170","2,214","2,226","1,928","2,032","1,181",870,"30,130","22,749",236,82,524,12,53,930,"5,544","30,130","1,850","1,687","2,056","2,210","1,430","2,175","1,809","1,693","1,956","1,567","1,681","3,167","1,311","1,950","2,248","1,340",37.7,"21,260",5.00%,23.70%,39.50%,21.70%,10.00%,"7,899",5.50%,"15,925",3.10%,"12,033","$493,200","11,621",
Atherton town,16000US0603092,California,San Mateo,"13,028,900","7,168","1,424.90","$250,001","2,215",139,128,41,96,194,200,"1,417","7,168","4,966",57,0,"1,483",24,10,313,315,"7,168",261,644,245,174,575,554,583,576,358,672,382,163,442,558,511,470,47.4,"4,808",1.70%,4.30%,12.00%,31.90%,50.00%,"1,828",2.00%,"3,092",4.80%,"2,471","$2,000,001","2,215",
Atwater city,16000US0603162,California,Merced,"15,778,883","29,296","4,808.70","$55,674","9,161","1,962","2,291","1,674","1,218","1,320",461,235,"29,296","9,521","1,116",100,"1,312",43,10,628,"16,566","29,296","2,203","2,265","2,117","2,153","2,036","1,536","1,077","1,453","2,642","2,324","2,373","1,599","2,042","1,616",909,951,31.6,"17,707",26.80%,24.60%,34.60%,10.40%,3.60%,"7,085",18.50%,"13,609",11.20%,"9,577","$229,400","9,161",
Auberry CDP,16000US0603190,California,Fresno,"49,587,111","2,009",104.9,"$64,390",837,165,183,206,71,116,85,11,"2,009","1,614",16,0,25,0,0,46,308,"2,009",154,118,32,105,126,118,235,164,116,69,24,155,95,114,218,166,50.4,"1,542",10.80%,19.30%,49.70%,13.20%,6.90%,511,5.50%,847,3.80%,859,"$295,500",837,
Auburn Lake Trails CDP,16000US0603205,California,El Dorado,"32,963,739","3,664",287.9,"$100,541","1,454",116,94,171,338,488,122,125,"3,664","3,460",0,0,15,0,0,93,96,"3,664",177,257,214,112,123,356,407,264,190,131,81,176,213,399,292,272,51.6,"2,842",2.30%,22.00%,43.30%,16.00%,16.40%,"1,013",1.60%,"1,648",3.00%,"1,502","$392,300","1,454",
Auburn city,16000US0603204,California,Placer,"18,588,548","14,011","1,952.20","$66,314","6,152","1,421","1,060",990,706,990,545,440,"14,011","11,683",58,42,203,56,54,475,"1,440","14,011",569,702,551,754,964,"1,162","1,253","1,268",798,781,747,669,771,"1,023","1,146",853,48.5,"10,490",6.60%,15.80%,40.00%,23.40%,14.20%,"3,612",9.90%,"6,670",5.80%,"6,497","$447,600","6,152",
August CDP,16000US0603209,California,San Joaquin,"3,252,575","8,405","6,692.80","$34,611","2,190",740,894,347,54,124,6,25,"8,405","1,512",494,0,284,23,0,95,"5,997","8,405",688,625,603,524,446,418,210,191,"1,270",688,698,907,373,433,198,133,26.1,"4,311",42.20%,35.30%,20.40%,2.10%,0.00%,"1,748",29.10%,"3,371",16.10%,"2,391","$164,900","2,190",
Avalon city,16000US0603274,California,Los Angeles,"7,468,050","3,731","1,293.90","$74,769","1,487",252,327,167,238,358,36,109,"3,731","1,615",4,0,2,1,0,49,"2,060","3,731",184,388,41,238,243,286,320,144,49,466,201,165,217,353,253,183,42.1,"2,595",13.50%,25.00%,38.80%,13.60%,9.20%,"1,032",12.20%,"2,158",0.00%,"2,256","$628,600","1,487",
