name,geoid,state_name,county_name,population,population_density_sq_mi,median_household_income,hhs_total,race_and_ethnicity_total,age_total,median_age,educational_attainment_population_25_years_and_over,educational_attainment_bachelors,DUMMYBachelors,educational_attainment_graduate,family_households_total,family_poverty_pct,unemployment_pct,housing_units,median_value_of_owner_occupied_units,households,
Napa city,16000US0650258,California,Napa,79074,4403.7,84043,28189,79074,79074,38.8,54723,0.228,0,0.115,18651,0.054,0.044,30417,616700,28189,
National City city,16000US0650398,California,San Diego,61121,8381.4,47119,16658,61121,61121,34.2,40038,0.107,0,0.035,12184,0.157,0.066,17652,402000,16658,
Needles city,16000US0650734,California,San Bernardino,4965,162.4,33717,2034,4965,4965,42.7,3392,0.075,0,0.05,1320,0.195,0.098,2872,88500,2034,
Nevada City city,16000US0650874,California,Nevada,3144,1438.3,42059,1462,3144,3144,52.8,2447,0.168,0,0.185,602,0.171,0.035,1575,417600,1462,
New Cuyama CDP,16000US0651028,California,Santa Barbara,660,935.4,55833,224,660,660,27.8,379,0.061,0,0.079,140,0.057,0.089,234,128600,224,
New Pine Creek CDP,16000US0651168,California,Modoc,88,38.8,-1,28,88,88,42.2,59,0,0,0,21,0.524,0,86,134100,28,
Newark city,16000US0650916,California,Alameda,47171,3399.7,116856,14047,47171,47171,37.1,33257,0.219,0,0.117,11409,0.029,0.041,14562,742100,14047,
Newcastle CDP,16000US0651000,California,Placer,1208,505,75250,571,1208,1208,47.7,906,0.209,0,0.105,325,0.043,0.041,641,327000,571,
Newell CDP,16000US0651042,California,Modoc,566,235.2,27656,132,566,566,19.6,253,0,0,0,109,0.385,0.023,269,55000,132,
Newman city,16000US0651140,California,Stanislaus,11317,5488.6,62877,3299,11317,11317,33.6,6924,0.094,0,0.018,2767,0.066,0.135,3389,263000,3299,
Newport Beach city,16000US0651182,California,Orange,85694,3598.3,127223,37605,85694,85694,47.2,65512,0.392,1,0.278,21718,0.048,0.031,44586,1898900,37605,
Nicasio CDP,16000US0651280,California,Marin,71,54.4,233750,25,71,71,49.9,53,0.547,1,0.302,18,0.167,0,34,2000001,25,
Nice CDP,16000US0651294,California,Lake,2527,1465.3,48288,1089,2527,2527,47,1846,0.054,0,0.045,512,0.15,0.024,1697,140100,1089,
Nicolaus CDP,16000US0651336,California,Sutter,148,47.2,85875,77,148,148,46.8,118,0.093,0,0.093,30,0.067,0.071,77,525000,77,
Niland CDP,16000US0651392,California,Imperial,631,1571.1,21330,198,631,631,16.3,262,0,0,0,143,0.524,0.207,315,82900,198,
Nipinnawasee CDP,16000US0651470,California,Madera,349,113.1,70583,113,349,349,36.7,219,0.023,0,0,109,0.156,0,131,181900,113,
Nipomo CDP,16000US0651476,California,San Luis Obispo,17601,1185,82543,5561,17601,17601,39.6,11989,0.161,0,0.084,4581,0.079,0.054,5958,537700,5561,
Norco city,16000US0651560,California,Riverside,26670,1928.1,102817,7119,26670,26670,41.2,19159,0.126,0,0.074,5420,0.041,0.037,7472,544900,7119,
Nord CDP,16000US0651574,California,Butte,312,148.2,70972,92,312,312,25.5,164,0.024,0,0,92,0,0.029,92,-1,92,
Norris Canyon CDP,16000US0651622,California,Contra Costa,897,242.6,250001,285,897,897,44,552,0.339,1,0.507,215,0,0.098,295,2000001,285,
North Auburn CDP,16000US0651637,California,Placer,14269,1832.1,60308,5426,14269,14269,41.8,10337,0.164,0,0.077,3146,0.113,0.023,5970,356200,5426,
North Edwards CDP,16000US0651812,California,Kern,880,69,35417,420,880,880,48.6,681,0.057,0,0.037,227,0.256,0.168,629,74500,420,
North El Monte CDP,16000US0651820,California,Los Angeles,3933,9290.8,63875,1286,3933,3933,40.7,2799,0.217,0,0.104,903,0.095,0.025,1348,633400,1286,
North Fair Oaks CDP,16000US0651840,California,San Mateo,14372,11994.9,77899,4183,14372,14372,33.1,9141,0.141,0,0.123,3042,0.137,0.031,4400,941600,4183,
North Gate CDP,16000US0651890,California,Contra Costa,685,1041.3,231053,242,685,685,50.3,488,0.273,1,0.471,228,0.07,0.166,242,1180600,242,
North Highlands CDP,16000US0651924,California,Sacramento,47661,5408.9,45488,15335,47661,47661,31.6,29405,0.102,0,0.033,10891,0.215,0.051,15998,217500,15335,
North Lakeport CDP,16000US0651990,California,Lake,3351,870.4,45785,1429,3351,3351,51.5,2485,0.128,0,0.091,908,0.156,0.022,1701,237600,1429,
North Richmond CDP,16000US0652162,California,Contra Costa,4085,2939.8,56771,1109,4085,4085,33.1,2483,0.051,0,0.014,862,0.201,0.047,1255,363700,1109,
North San Juan CDP,16000US0652246,California,Nevada,178,73.5,-1,108,178,178,54.3,154,0.221,0,0.11,31,0,0,123,270600,108,
North Shore CDP,16000US0652302,California,Riverside,2756,246.5,22000,944,2756,2756,38.3,1988,0.022,0,0,617,0.345,0.157,944,133600,944,
North Tustin CDP,16000US0652379,California,Orange,24705,3736.8,156176,8435,24705,24705,48.3,17857,0.345,1,0.24,7048,0.028,0.033,8856,926100,8435,
Norwalk city,16000US0652526,California,Los Angeles,105304,10846.5,70667,26964,105304,105304,34.9,68748,0.141,0,0.046,22417,0.082,0.058,28011,440800,26964,
Novato city,16000US0652582,California,Marin,55642,2027.2,101342,22325,55642,55642,46.9,40514,0.302,1,0.162,14424,0.046,0.036,23090,782500,22325,
Nubieber CDP,16000US0652610,California,Lassen,35,46.7,50625,16,35,35,40.4,21,0,0,0,8,0.625,0.5,25,-1,16,
Nuevo CDP,16000US0652624,California,Riverside,7182,1060.6,71333,1878,7182,7182,32.5,4400,0.103,0,0.048,1634,0.108,0.067,2022,324600,1878,
Oak Glen CDP,16000US0652715,California,San Bernardino,430,28.7,83846,162,430,430,60.2,394,0.152,0,0.122,121,0.231,0,179,795500,162,
Oak Hills CDP,16000US0652760,California,San Bernardino,10444,428.9,87429,2940,10444,10444,43.2,7642,0.059,0,0.053,2581,0.057,0.025,3238,347900,2940,
Oak Park CDP,16000US0653116,California,Ventura,13853,2616.9,132578,5303,13853,13853,43.8,9656,0.361,1,0.286,3641,0.019,0.053,5401,760200,5303,
Oak Shores CDP,16000US0653160,California,San Luis Obispo,348,68.7,100625,149,348,348,56.1,292,0.202,0,0.11,102,0,0,667,469500,149,
Oak View CDP,16000US0653182,California,Ventura,4598,2343.8,82500,1534,4598,4598,39.6,3288,0.238,0,0.085,1125,0.009,0.059,1610,539500,1534,
Oakdale city,16000US0652694,California,Stanislaus,22936,3710.5,64555,7805,22936,22936,35.6,14294,0.116,0,0.074,5526,0.083,0.122,8314,310100,7805,
Oakhurst CDP,16000US0652764,California,Madera,3446,574.7,44310,1252,3446,3446,39.6,2457,0.145,0,0.027,824,0.328,0.041,1463,247600,1252,
Oakland city,16000US0653000,California,Alameda,425097,7605.5,73692,162419,425097,425097,36.5,308577,0.252,1,0.188,88562,0.129,0.061,173300,687400,162419,
Oakley city,16000US0653070,California,Contra Costa,41324,2605.1,104893,11778,41324,41324,33.5,24815,0.147,0,0.052,9795,0.048,0.039,12097,441900,11778,
Oakville CDP,16000US0653196,California,Napa,91,66.9,-1,21,91,91,13,45,0,0,0,21,0,0.467,63,-1,21,
Oasis CDP,16000US0653224,California,Riverside,2857,145.5,19457,992,2857,2857,31.6,1703,0.016,0,0.014,557,0.481,0.142,1363,-1,992,
Occidental CDP,16000US0653266,California,Sonoma,823,165.7,59643,532,823,823,63.9,793,0.276,1,0.219,212,0.057,0,751,633300,532,
Oceano CDP,16000US0653294,California,San Luis Obispo,7487,4888.6,67742,2634,7487,7487,39,5231,0.132,0,0.048,1834,0.124,0.059,3259,392000,2634,
Oceanside city,16000US0653322,California,San Diego,175622,4256.9,72697,61600,175622,175622,37.7,121592,0.208,0,0.103,41667,0.068,0.06,66472,492600,61600,
Ocotillo CDP,16000US0653378,California,Imperial,89,10,-1,55,89,89,59.4,84,0,0,0,34,0.471,0,304,-1,55,
Oildale CDP,16000US0653448,California,Kern,34763,5321.5,38099,12577,34763,34763,31.9,21171,0.068,0,0.026,7826,0.254,0.15,13985,160300,12577,
Ojai city,16000US0653476,California,Ventura,7534,1732.7,73605,3086,7534,7534,50.4,5865,0.244,0,0.227,1723,0.016,0.064,3582,713100,3086,
Olancha CDP,16000US0653490,California,Inyo,229,29.2,115313,81,229,229,53,159,0.038,0,0,73,0,0,102,199400,81,
Old Fig Garden CDP,16000US0653505,California,Fresno,5850,3507.1,83712,2182,5850,5850,39.9,4151,0.263,1,0.189,1410,0.028,0.067,2316,352800,2182,
Old Station CDP,16000US0653602,California,Shasta,31,14,-1,15,31,31,67.1,31,0.29,1,0,8,0,0,57,-1,15,
Olivehurst CDP,16000US0653714,California,Yuba,13464,1804.8,48598,4363,13464,13464,33.2,8687,0.072,0,0.015,3170,0.105,0.078,4536,173100,4363,
Ontario city,16000US0653896,California,San Bernardino,176760,3537.8,65046,50621,176760,176760,32.4,111105,0.125,0,0.046,39495,0.117,0.065,52927,375000,50621,
Onyx CDP,16000US0653910,California,Kern,478,41.7,34468,255,478,478,53.5,458,0.072,0,0.124,83,0.41,0,408,58400,255,
Orange Cove city,16000US0654008,California,Fresno,10274,5733.9,25677,2692,10274,10274,25.1,5157,0.016,0,0,2288,0.479,0.147,2834,152300,2692,
Orange city,16000US0653980,California,Orange,139887,5450.3,91793,43075,139887,139887,35.2,93161,0.256,1,0.121,31520,0.068,0.044,44664,656100,43075,
Orangevale CDP,16000US0654092,California,Sacramento,34824,3037,81801,13267,34824,34824,41.4,24697,0.228,0,0.084,9046,0.043,0.054,13797,372500,13267,
Orcutt CDP,16000US0654120,California,Santa Barbara,31118,2796.6,91343,10910,31118,31118,39.9,21016,0.193,0,0.105,8199,0.039,0.066,11297,422600,10910,
Orick CDP,16000US0654218,California,Humboldt,389,82,37031,149,389,389,39.6,270,0.07,0,0.007,94,0.266,0.012,218,-1,149,
Orinda city,16000US0654232,California,Contra Costa,19646,1528.6,223217,7167,19646,19646,48.7,14230,0.4,1,0.425,5679,0.019,0.038,7508,1464400,7167,
Orland city,16000US0654274,California,Glenn,7622,2557.9,44046,2552,7622,7622,28.1,4384,0.075,0,0.025,2130,0.256,0.058,2656,208200,2552,
Orosi CDP,16000US0654372,California,Tulare,8300,3393.7,40667,2150,8300,8300,29.4,4738,0.076,0,0,1901,0.245,0.202,2214,150700,2150,
Oroville East CDP,16000US0654388,California,Butte,7771,359.8,55054,2953,7771,7771,49.7,5624,0.118,0,0.065,2009,0.061,0.056,3263,264200,2953,
Oroville city,16000US0654386,California,Butte,19393,1401.8,34428,6426,19393,19393,34,12752,0.102,0,0.03,3917,0.181,0.087,7174,183600,6426,
Oxnard city,16000US0654652,California,Ventura,208154,7846.7,72843,51424,208154,208154,32.3,129351,0.131,0,0.049,41512,0.113,0.057,55222,453900,51424,
Pacheco CDP,16000US0654764,California,Contra Costa,4361,5885.3,72383,1692,4361,4361,45.8,3322,0.204,0,0.088,1174,0.026,0.054,1692,165300,1692,
Pacific Grove city,16000US0654848,California,Monterey,15522,5430,88250,6839,15522,15522,48.9,11768,0.282,1,0.261,3933,0.029,0.039,8347,857900,6839,
Pacifica city,16000US0654806,California,San Mateo,38984,3078.9,125500,13750,38984,38984,42.5,28717,0.281,1,0.176,9653,0.021,0.032,14224,882800,13750,
Pajaro CDP,16000US0655044,California,Monterey,3620,3905.6,53625,648,3620,3620,26.4,1914,0.049,0,0,592,0.079,0.238,669,265000,648,
Pajaro Dunes CDP,16000US0655048,California,Santa Cruz,284,110.8,-1,165,284,284,65.6,284,0.158,0,0.335,119,0,0,546,740200,165,
Pala CDP,16000US0655058,California,San Diego,1005,240.7,93194,295,1005,1005,31.5,555,0.034,0,0.049,217,0.106,0.175,351,301500,295,
Palermo CDP,16000US0655086,California,Butte,5395,185,42227,1938,5395,5395,38,3443,0.051,0,0.034,1372,0.183,0.113,2126,215300,1938,
Palm Desert city,16000US0655184,California,Riverside,52575,1961,59977,24396,52575,52575,54.5,41602,0.225,0,0.144,13735,0.09,0.052,39751,350400,24396,
Palm Springs city,16000US0655254,California,Riverside,47897,506.6,53441,24136,47897,47897,55.4,39529,0.227,0,0.172,10174,0.116,0.086,38421,389800,24136,
Palmdale city,16000US0655156,California,Los Angeles,156293,1473.4,62865,43404,156293,156293,32,92876,0.109,0,0.046,34639,0.136,0.08,46462,280000,43404,
Palo Alto city,16000US0655282,California,Santa Clara,66573,2790.9,158271,26161,66573,66573,41.8,47281,0.291,1,0.537,17389,0.043,0.032,28050,2000001,26161,
Palo Cedro CDP,16000US0655296,California,Shasta,1143,310.7,74931,385,1143,1143,47.5,801,0.176,0,0.097,307,0.042,0,427,368300,385,
Palo Verde CDP,16000US0655422,California,Imperial,65,110.1,28029,55,65,65,69.9,65,0,0,0,0,0,0,175,-1,55,
Palos Verdes Estates city,16000US0655380,California,Los Angeles,13434,2814,194543,4909,13434,13434,52.2,9799,0.431,1,0.347,4070,0.053,0.023,5499,2000000,4909,
Panorama Heights CDP,16000US0655506,California,Tulare,49,103.1,25833,38,49,49,70.9,49,0.061,0,0.041,11,0,0,207,63300,38,
Paradise CDP,16000US0655528,California,Mono,172,39.5,93000,64,172,172,48,108,0.185,0,0.194,33,0,0,109,430000,64,
Paradise Park CDP,16000US0655604,California,Santa Cruz,550,1977,81420,241,550,550,50.1,397,0.403,1,0.128,122,0,0.046,550,343600,241,
Paradise town,16000US0655520,California,Butte,22135,1208.5,51566,9408,22135,22135,49.7,16545,0.137,0,0.075,5543,0.071,0.074,10680,223400,9408,
Paramount city,16000US0655618,California,Los Angeles,54513,11527.1,55670,14207,54513,54513,30.9,32243,0.076,0,0.037,11654,0.143,0.053,14801,343800,14207,
Parklawn CDP,16000US0655728,California,Stanislaus,1040,6258,-1,236,1040,1040,28,645,0.048,0,0,217,0.295,0,268,155900,236,
Parksdale CDP,16000US0655751,California,Madera,2451,1410.6,52991,513,2451,2451,27.2,1455,0.04,0,0.02,445,0.144,0.153,610,218500,513,
Parkway CDP,16000US0655800,California,Sacramento,15818,6581.1,44097,4921,15818,15818,30.8,9516,0.065,0,0.033,3585,0.237,0.131,5297,233900,4921,
Parkwood CDP,16000US0655842,California,Madera,2183,3123.8,-1,549,2183,2183,23.3,1079,0.082,0,0.019,434,0.147,0.111,549,169000,549,
Parlier city,16000US0655856,California,Fresno,15312,6357.1,34905,3901,15312,15312,28.9,8636,0.031,0,0.01,3292,0.324,0.067,4158,161600,3901,
Pasadena city,16000US0656000,California,Los Angeles,141258,6152.7,83068,55224,141258,141258,38.6,104515,0.283,1,0.24,31241,0.088,0.042,61572,785700,55224,
Pasatiempo CDP,16000US0656028,California,Santa Cruz,1206,1364.1,-1,397,1206,1206,47.6,939,0.346,1,0.195,244,0,0.079,412,1124100,397,
Paskenta CDP,16000US0656042,California,Tehama,102,94.4,43000,42,102,102,35.3,64,0,0,0,22,0,0.021,58,-1,42,
Patterson Tract CDP,16000US0656120,California,Tulare,2085,1442.1,48648,631,2085,2085,29.5,1266,0.106,0,0.033,576,0.285,0.065,687,317200,631,
Patterson city,16000US0656112,California,Stanislaus,22066,2830.3,69233,5958,22066,22066,31.1,13118,0.076,0,0.028,5041,0.111,0.089,6354,306900,5958,
Patton Village CDP,16000US0656140,California,Lassen,630,189.7,48996,275,630,630,35.8,417,0.206,0,0.022,183,0.191,0.38,412,-1,275,
Paxton CDP,16000US0656182,California,Plumas,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,
Paynes Creek CDP,16000US0656196,California,Tehama,78,22.7,-1,50,78,78,58.6,78,0,0,0,8,0,0,50,209700,50,
Pearsonville CDP,16000US0656294,California,Inyo,7,1.7,-1,7,7,7,-1,7,0,0,0,0,0,0,22,-1,7,
Penn Valley CDP,16000US0656518,California,Nevada,1341,632.1,42904,563,1341,1341,44.6,954,0.206,0,0.022,316,0.212,0.011,679,315200,563,
Penngrove CDP,16000US0656476,California,Sonoma,2808,697.8,92843,1133,2808,2808,50.4,2038,0.248,0,0.125,833,0.036,0.019,1250,791700,1133,
Penryn CDP,16000US0656546,California,Placer,818,446,61905,352,818,818,47.8,653,0.202,0,0.063,240,0.092,0.107,453,540900,352,
Perris city,16000US0656700,California,Riverside,77290,2448.9,63829,17142,77290,77290,28.3,42785,0.065,0,0.026,14848,0.147,0.074,17975,281600,17142,
Pescadero CDP,16000US0656756,California,San Mateo,219,54.4,120139,73,219,219,40,133,0.09,0,0.331,59,0,0,96,-1,73,
Petaluma city,16000US0656784,California,Sonoma,60767,4215.5,91528,22655,60767,60767,41.7,43422,0.262,1,0.142,15367,0.044,0.04,23291,633900,22655,
Peters CDP,16000US0656798,California,San Joaquin,623,246.5,107321,212,623,623,55.5,461,0.104,0,0.011,173,0.064,0.092,212,463500,212,
Phelan CDP,16000US0656826,California,San Bernardino,15987,266,59375,4463,15987,15987,35.9,9842,0.078,0,0.043,3694,0.144,0.119,4983,237800,4463,
Phillipsville CDP,16000US0656854,California,Humboldt,70,98,2499,49,70,70,53.7,49,0.429,1,0,14,0,0,72,-1,49,
Philo CDP,16000US0656868,California,Mendocino,175,85.4,38523,79,175,175,54.1,108,0.074,0,0,39,0.154,0,95,384200,79,
Phoenix Lake CDP,16000US0656870,California,Tuolumne,4511,409.8,71397,1867,4511,4511,51.6,3295,0.134,0,0.093,1386,0.076,0.063,2044,346100,1867,
Pico Rivera city,16000US0656924,California,Los Angeles,63001,7595.2,67636,16852,63001,63001,37.1,42335,0.093,0,0.036,13391,0.076,0.051,17377,440600,16852,
Piedmont city,16000US0656938,California,Alameda,11317,6658.6,224659,3838,11317,11317,47.4,7927,0.378,1,0.457,3154,0.013,0.039,3937,2000001,3838,
Pierpoint CDP,16000US0657011,California,Tulare,39,95.6,-1,18,39,39,-1,39,0.462,1,0,18,0,1,118,-1,18,
Pike CDP,16000US0657036,California,Sierra,159,36.8,-1,63,159,159,41.5,159,0,0,0,15,0,0,83,-1,63,
Pine Canyon CDP,16000US0657070,California,Monterey,2369,710.2,71591,722,2369,2369,40.9,1576,0.131,0,0.047,592,0.064,0.024,728,339100,722,
Pine Flat CDP,16000US0657134,California,Tulare,146,125.7,-1,61,146,146,60.3,99,0.202,0,0.111,39,0.487,0.242,242,231300,61,
Pine Grove CDP,16000US0657148,California,Amador,1762,252.9,60901,733,1762,1762,62.7,1491,0.082,0,0.072,518,0.064,0,897,297100,733,
Pine Hills CDP,16000US0657204,California,Humboldt,3375,333.6,56154,1234,3375,3375,47.1,2432,0.175,0,0.09,890,0.13,0.062,1408,328700,1234,
Pine Mountain Club CDP,16000US0657240,California,Kern,1751,103.9,54265,886,1751,1751,58.9,1437,0.233,0,0.048,431,0.067,0.071,2168,249200,886,
Pine Mountain Lake CDP,16000US0657244,California,Tuolumne,2772,146.1,56667,1318,2772,2772,63.8,2376,0.21,0,0.095,806,0.067,0.045,3266,309200,1318,
Pine Valley CDP,16000US0657260,California,San Diego,1477,206.2,108721,540,1477,1477,46.7,1101,0.229,0,0.09,388,0.015,0.056,678,459700,540,
Pinole city,16000US0657288,California,Contra Costa,19279,3777.5,100315,6748,19279,19279,43.2,14759,0.216,0,0.101,4798,0.023,0.053,7049,500900,6748,
Piñon Hills CDP,16000US0657302,California,San Bernardino,7661,238.5,52357,2666,7661,7661,43.3,5021,0.095,0,0.054,1899,0.068,0.046,3028,246400,2666,
Pioneer CDP,16000US0657330,California,Amador,1386,321.9,72610,569,1386,1386,44,1052,0.163,0,0.028,409,0.056,0.148,675,274600,569,
Piru CDP,16000US0657372,California,Ventura,1805,641.6,47216,533,1805,1805,33.6,1109,0.049,0,0.033,438,0.221,0.121,554,341400,533,
Pismo Beach city,16000US0657414,California,San Luis Obispo,8180,2339.1,84484,4213,8180,8180,57.5,6945,0.262,1,0.199,2128,0.043,0.027,6140,768600,4213,
Pittsburg city,16000US0657456,California,Contra Costa,71422,4048.8,74459,21357,71422,71422,34.7,46460,0.152,0,0.06,16225,0.1,0.083,22294,386200,21357,
Pixley CDP,16000US0657512,California,Tulare,3347,1074.7,33824,894,3347,3347,26.5,1709,0.006,0,0,764,0.336,0.183,974,124200,894,
Placentia city,16000US0657526,California,Orange,51818,7835,95757,16583,51818,51818,37.4,34748,0.256,1,0.137,12653,0.056,0.041,16964,630500,16583,
Placerville city,16000US0657540,California,El Dorado,10970,1878.4,59247,4180,10970,10970,42.5,7893,0.164,0,0.088,2484,0.111,0.047,4482,355500,4180,
Plainview CDP,16000US0657568,California,Tulare,887,2869.5,20556,270,887,887,30.6,524,0.017,0,0,209,0.574,0.4,279,76300,270,
Planada CDP,16000US0657582,California,Merced,4418,2801.3,43138,1241,4418,4418,30.7,2663,0.049,0,0.006,940,0.227,0.16,1338,145500,1241,
Pleasant Hill city,16000US0657764,California,Contra Costa,34840,4924.8,118947,13817,34840,34840,40.9,25401,0.373,1,0.177,8964,0.053,0.039,14371,716300,13817,
Pleasanton city,16000US0657792,California,Alameda,81717,3384.2,156400,29011,81717,81717,42.4,57016,0.353,1,0.295,22888,0.031,0.031,30280,986800,29011,
Pleasure Point CDP,16000US0657825,California,Santa Cruz,6076,8106.2,81853,2471,6076,6076,41.3,4587,0.255,1,0.181,1243,0,0.014,3001,913900,2471,
Plumas Eureka CDP,16000US0657828,California,Plumas,364,91.6,80000,192,364,364,65,326,0.374,1,0.126,123,0.106,0.074,571,339000,192,
Plumas Lake CDP,16000US0657829,California,Yuba,7573,903.1,101995,2212,7573,7573,29.7,4244,0.164,0,0.087,1804,0.056,0.055,2242,321900,2212,
Plymouth city,16000US0657834,California,Amador,980,370.8,64375,332,980,980,33.8,668,0.063,0,0.052,248,0.06,0.045,433,252600,332,
Point Arena city,16000US0657876,California,Mendocino,421,308.5,31719,176,421,421,45.5,289,0.076,0,0.076,99,0.131,0.131,242,388900,176,
Point Reyes Station CDP,16000US0657960,California,Marin,288,79.7,-1,221,288,288,67,288,0.059,0,0.403,78,0,0,376,1807700,221,
Pollock Pines CDP,16000US0658030,California,El Dorado,7156,902.6,64216,2670,7156,7156,44.6,4957,0.178,0,0.093,1829,0.164,0.052,3369,289800,2670,
Pomona city,16000US0658072,California,Los Angeles,152209,6622.9,60598,39097,152209,152209,32.2,93424,0.133,0,0.048,30037,0.143,0.071,40846,394500,39097,
Ponderosa CDP,16000US0658134,California,Tulare,18,22.2,-1,18,18,18,-1,18,0,0,1,0,0,0,128,-1,18,
Poplar-Cotton Center CDP,16000US0658191,California,Tulare,2259,1760.2,32550,638,2259,2259,36.4,1570,0.003,0,0,480,0.367,0.358,706,127000,638,
Port Costa CDP,16000US0658226,California,Contra Costa,180,1136.9,181116,83,180,180,56.8,180,0.2,0,0.156,28,0,0,109,-1,83,
Port Hueneme city,16000US0658296,California,Ventura,22156,5009,64126,6627,22156,22156,32.7,14798,0.139,0,0.063,4399,0.09,0.05,7894,412200,6627,
Porterville city,16000US0658240,California,Tulare,59697,3207.9,43823,17227,59697,59697,30.5,34445,0.076,0,0.04,13094,0.247,0.124,18354,172500,17227,
